Site,Date,Month,Species,Functional_Group,sci_name,fish,cots,cots_density_ha,fish_density_ha,Survey_ID
red rock,2024-04-24,2024-04-01,Red_Breast,Invertivore,Cheilinus fasciatus,8,2,10,40,red rock-24-Apr-24
red rock,2024-04-24,2024-04-01,Slingjaw,Invertivore,Epibulus insidiator,7,2,10,35,red rock-24-Apr-24
red rock,2024-04-24,2024-04-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,3,2,10,15,red rock-24-Apr-24
red rock,2024-04-24,2024-04-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,0,2,10,0,red rock-24-Apr-24
red rock,2024-04-24,2024-04-01,Thicklip,Invertivore,Hemigymnus melapterus,5,2,10,25,red rock-24-Apr-24
red rock,2024-04-24,2024-04-01,Trevally,HTLP,Caranx spp.,1,2,10,5,red rock-24-Apr-24
red rock,2024-04-24,2024-04-01,Triggerfish,Invertivore,Balistidae spp.,1,2,10,5,red rock-24-Apr-24
red rock,2024-04-24,2024-04-01,lrg_Grouper,HTLP,Epinephelus spp.,2,2,10,10,red rock-24-Apr-24
red rock,2024-04-24,2024-04-01,lrg_Snapper,HTLP,Lutjanus spp.,0,2,10,0,red rock-24-Apr-24
red rock,2024-04-24,2024-04-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,41,2,10,205,red rock-24-Apr-24
red rock,2024-07-24,2024-07-01,Angelfish,Invertivore,Pomacanthus spp.,1,6,30,5,red rock-24-Jul-24
red rock,2024-07-24,2024-07-01,Butterflyfish,Herbivore,Chaetodon spp.,47,6,30,235,red rock-24-Jul-24
red rock,2024-07-24,2024-07-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,5,6,30,25,red rock-24-Jul-24
red rock,2024-07-24,2024-07-01,Emperorfish,Mesopredator,Lethrinus spp.,2,6,30,10,red rock-24-Jul-24
red rock,2024-07-24,2024-07-01,Parrotfish,Herbivore,Scarus spp.,69,6,30,345,red rock-24-Jul-24
red rock,2024-07-24,2024-07-01,Rabbitfish,Herbivore,Siganus spp.,29,6,30,145,red rock-24-Jul-24
red rock,2024-07-24,2024-07-01,Red_Breast,Invertivore,Cheilinus fasciatus,14,6,30,70,red rock-24-Jul-24
red rock,2024-07-24,2024-07-01,Slingjaw,Invertivore,Epibulus insidiator,9,6,30,45,red rock-24-Jul-24
red rock,2024-07-24,2024-07-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,9,6,30,45,red rock-24-Jul-24
red rock,2024-07-24,2024-07-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,0,6,30,0,red rock-24-Jul-24
red rock,2024-07-24,2024-07-01,Thicklip,Invertivore,Hemigymnus melapterus,6,6,30,30,red rock-24-Jul-24
red rock,2024-07-24,2024-07-01,Trevally,HTLP,Caranx spp.,3,6,30,15,red rock-24-Jul-24
red rock,2024-07-24,2024-07-01,Triggerfish,Invertivore,Balistidae spp.,3,6,30,15,red rock-24-Jul-24
red rock,2024-07-24,2024-07-01,lrg_Grouper,HTLP,Epinephelus spp.,10,6,30,50,red rock-24-Jul-24
red rock,2024-07-24,2024-07-01,lrg_Snapper,HTLP,Lutjanus spp.,1,6,30,5,red rock-24-Jul-24
red rock,2024-07-24,2024-07-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,62,6,30,310,red rock-24-Jul-24
red rock,2024-08-24,2024-08-01,Angelfish,Invertivore,Pomacanthus spp.,4,8,40,20,red rock-24-Aug-24
red rock,2024-08-24,2024-08-01,Butterflyfish,Herbivore,Chaetodon spp.,38,8,40,190,red rock-24-Aug-24
red rock,2024-08-24,2024-08-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,8,8,40,40,red rock-24-Aug-24
red rock,2024-08-24,2024-08-01,Emperorfish,Mesopredator,Lethrinus spp.,4,8,40,20,red rock-24-Aug-24
red rock,2024-08-24,2024-08-01,Parrotfish,Herbivore,Scarus spp.,50,8,40,250,red rock-24-Aug-24
red rock,2024-08-24,2024-08-01,Rabbitfish,Herbivore,Siganus spp.,46,8,40,230,red rock-24-Aug-24
red rock,2024-08-24,2024-08-01,Red_Breast,Invertivore,Cheilinus fasciatus,12,8,40,60,red rock-24-Aug-24
red rock,2024-08-24,2024-08-01,Slingjaw,Invertivore,Epibulus insidiator,6,8,40,30,red rock-24-Aug-24
red rock,2024-08-24,2024-08-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,15,8,40,75,red rock-24-Aug-24
red rock,2024-08-24,2024-08-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,0,8,40,0,red rock-24-Aug-24
red rock,2024-08-24,2024-08-01,Thicklip,Invertivore,Hemigymnus melapterus,5,8,40,25,red rock-24-Aug-24
red rock,2024-08-24,2024-08-01,Trevally,HTLP,Caranx spp.,2,8,40,10,red rock-24-Aug-24
red rock,2024-08-24,2024-08-01,Triggerfish,Invertivore,Balistidae spp.,4,8,40,20,red rock-24-Aug-24
red rock,2024-08-24,2024-08-01,lrg_Grouper,HTLP,Epinephelus spp.,7,8,40,35,red rock-24-Aug-24
red rock,2024-08-24,2024-08-01,lrg_Snapper,HTLP,Lutjanus spp.,0,8,40,0,red rock-24-Aug-24
red rock,2024-08-24,2024-08-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,59,8,40,295,red rock-24-Aug-24
red rock,2024-09-01,2024-09-01,Angelfish,Invertivore,Pomacanthus spp.,2,7,35,10,red rock-01-Sep-24
red rock,2024-09-01,2024-09-01,Butterflyfish,Herbivore,Chaetodon spp.,55,7,35,275,red rock-01-Sep-24
red rock,2024-09-01,2024-09-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,7,7,35,35,red rock-01-Sep-24
red rock,2024-09-01,2024-09-01,Emperorfish,Mesopredator,Lethrinus spp.,1,7,35,5,red rock-01-Sep-24
red rock,2024-09-01,2024-09-01,Parrotfish,Herbivore,Scarus spp.,54,7,35,270,red rock-01-Sep-24
red rock,2024-09-01,2024-09-01,Rabbitfish,Herbivore,Siganus spp.,37,7,35,185,red rock-01-Sep-24
red rock,2024-09-01,2024-09-01,Red_Breast,Invertivore,Cheilinus fasciatus,11,7,35,55,red rock-01-Sep-24
red rock,2024-09-01,2024-09-01,Slingjaw,Invertivore,Epibulus insidiator,5,7,35,25,red rock-01-Sep-24
red rock,2024-09-01,2024-09-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,4,7,35,20,red rock-01-Sep-24
red rock,2024-09-01,2024-09-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,1,7,35,5,red rock-01-Sep-24
red rock,2024-09-01,2024-09-01,Thicklip,Invertivore,Hemigymnus melapterus,5,7,35,25,red rock-01-Sep-24
red rock,2024-09-01,2024-09-01,Trevally,HTLP,Caranx spp.,4,7,35,20,red rock-01-Sep-24
red rock,2024-09-01,2024-09-01,Triggerfish,Invertivore,Balistidae spp.,2,7,35,10,red rock-01-Sep-24
red rock,2024-09-01,2024-09-01,lrg_Grouper,HTLP,Epinephelus spp.,7,7,35,35,red rock-01-Sep-24
red rock,2024-09-01,2024-09-01,lrg_Snapper,HTLP,Lutjanus spp.,0,7,35,0,red rock-01-Sep-24
red rock,2024-09-01,2024-09-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,75,7,35,375,red rock-01-Sep-24
red rock,2024-10-24,2024-10-01,Angelfish,Invertivore,Pomacanthus spp.,0,2,10,0,red rock-24-Oct-24
red rock,2024-10-24,2024-10-01,Butterflyfish,Herbivore,Chaetodon spp.,50,2,10,250,red rock-24-Oct-24
red rock,2024-10-24,2024-10-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,16,2,10,80,red rock-24-Oct-24
red rock,2024-10-24,2024-10-01,Emperorfish,Mesopredator,Lethrinus spp.,3,2,10,15,red rock-24-Oct-24
red rock,2024-10-24,2024-10-01,Parrotfish,Herbivore,Scarus spp.,36,2,10,180,red rock-24-Oct-24
red rock,2024-10-24,2024-10-01,Rabbitfish,Herbivore,Siganus spp.,27,2,10,135,red rock-24-Oct-24
red rock,2024-10-24,2024-10-01,Red_Breast,Invertivore,Cheilinus fasciatus,15,2,10,75,red rock-24-Oct-24
red rock,2024-10-24,2024-10-01,Slingjaw,Invertivore,Epibulus insidiator,4,2,10,20,red rock-24-Oct-24
red rock,2024-10-24,2024-10-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,11,2,10,55,red rock-24-Oct-24
red rock,2024-10-24,2024-10-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,2,2,10,10,red rock-24-Oct-24
red rock,2024-10-24,2024-10-01,Thicklip,Invertivore,Hemigymnus melapterus,4,2,10,20,red rock-24-Oct-24
red rock,2024-10-24,2024-10-01,Trevally,HTLP,Caranx spp.,3,2,10,15,red rock-24-Oct-24
red rock,2024-10-24,2024-10-01,Triggerfish,Invertivore,Balistidae spp.,1,2,10,5,red rock-24-Oct-24
red rock,2024-10-24,2024-10-01,lrg_Grouper,HTLP,Epinephelus spp.,1,2,10,5,red rock-24-Oct-24
red rock,2024-10-24,2024-10-01,lrg_Snapper,HTLP,Lutjanus spp.,1,2,10,5,red rock-24-Oct-24
red rock,2024-10-24,2024-10-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,57,2,10,285,red rock-24-Oct-24
red rock,2025-01-29,2025-01-01,Angelfish,Invertivore,Pomacanthus spp.,1,4,20,5,red rock-29-Jan-25
red rock,2025-01-29,2025-01-01,Butterflyfish,Herbivore,Chaetodon spp.,41,4,20,205,red rock-29-Jan-25
red rock,2025-01-29,2025-01-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,5,4,20,25,red rock-29-Jan-25
red rock,2025-01-29,2025-01-01,Emperorfish,Mesopredator,Lethrinus spp.,0,4,20,0,red rock-29-Jan-25
red rock,2025-01-29,2025-01-01,Parrotfish,Herbivore,Scarus spp.,23,4,20,115,red rock-29-Jan-25
red rock,2025-01-29,2025-01-01,Rabbitfish,Herbivore,Siganus spp.,25,4,20,125,red rock-29-Jan-25
red rock,2025-01-29,2025-01-01,Red_Breast,Invertivore,Cheilinus fasciatus,8,4,20,40,red rock-29-Jan-25
red rock,2025-01-29,2025-01-01,Slingjaw,Invertivore,Epibulus insidiator,3,4,20,15,red rock-29-Jan-25
red rock,2025-01-29,2025-01-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,27,4,20,135,red rock-29-Jan-25
red rock,2025-01-29,2025-01-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,0,4,20,0,red rock-29-Jan-25
red rock,2025-01-29,2025-01-01,Thicklip,Invertivore,Hemigymnus melapterus,3,4,20,15,red rock-29-Jan-25
red rock,2025-01-29,2025-01-01,Trevally,HTLP,Caranx spp.,1,4,20,5,red rock-29-Jan-25
red rock,2025-01-29,2025-01-01,Triggerfish,Invertivore,Balistidae spp.,2,4,20,10,red rock-29-Jan-25
red rock,2025-01-29,2025-01-01,lrg_Grouper,HTLP,Epinephelus spp.,7,4,20,35,red rock-29-Jan-25
red rock,2025-01-29,2025-01-01,lrg_Snapper,HTLP,Lutjanus spp.,0,4,20,0,red rock-29-Jan-25
red rock,2025-01-29,2025-01-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,56,4,20,280,red rock-29-Jan-25
red rock,2025-02-12,2025-02-01,Angelfish,Invertivore,Pomacanthus spp.,2,5,25,10,red rock-12-Feb-25
red rock,2025-02-12,2025-02-01,Butterflyfish,Herbivore,Chaetodon spp.,70,5,25,350,red rock-12-Feb-25
red rock,2025-02-12,2025-02-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,3,5,25,15,red rock-12-Feb-25
red rock,2025-02-12,2025-02-01,Emperorfish,Mesopredator,Lethrinus spp.,1,5,25,5,red rock-12-Feb-25
red rock,2025-02-12,2025-02-01,Parrotfish,Herbivore,Scarus spp.,109,5,25,545,red rock-12-Feb-25
red rock,2025-02-12,2025-02-01,Rabbitfish,Herbivore,Siganus spp.,56,5,25,280,red rock-12-Feb-25
red rock,2025-02-12,2025-02-01,Red_Breast,Invertivore,Cheilinus fasciatus,6,5,25,30,red rock-12-Feb-25
red rock,2025-02-12,2025-02-01,Slingjaw,Invertivore,Epibulus insidiator,5,5,25,25,red rock-12-Feb-25
red rock,2025-02-12,2025-02-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,5,5,25,25,red rock-12-Feb-25
red rock,2025-02-12,2025-02-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,0,5,25,0,red rock-12-Feb-25
red rock,2025-02-12,2025-02-01,Thicklip,Invertivore,Hemigymnus melapterus,7,5,25,35,red rock-12-Feb-25
red rock,2025-02-12,2025-02-01,Trevally,HTLP,Caranx spp.,12,5,25,60,red rock-12-Feb-25
red rock,2025-02-12,2025-02-01,Triggerfish,Invertivore,Balistidae spp.,6,5,25,30,red rock-12-Feb-25
red rock,2025-02-12,2025-02-01,lrg_Grouper,HTLP,Epinephelus spp.,6,5,25,30,red rock-12-Feb-25
red rock,2025-02-12,2025-02-01,lrg_Snapper,HTLP,Lutjanus spp.,1,5,25,5,red rock-12-Feb-25
red rock,2025-02-12,2025-02-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,19,5,25,95,red rock-12-Feb-25
red rock,2025-04-08,2025-04-01,Angelfish,Invertivore,Pomacanthus spp.,4,5,25,20,red rock-08-Apr-25
red rock,2025-04-08,2025-04-01,Butterflyfish,Herbivore,Chaetodon spp.,55,5,25,275,red rock-08-Apr-25
red rock,2025-04-08,2025-04-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,6,5,25,30,red rock-08-Apr-25
red rock,2025-04-08,2025-04-01,Emperorfish,Mesopredator,Lethrinus spp.,2,5,25,10,red rock-08-Apr-25
red rock,2025-04-08,2025-04-01,Parrotfish,Herbivore,Scarus spp.,61,5,25,305,red rock-08-Apr-25
red rock,2025-04-08,2025-04-01,Rabbitfish,Herbivore,Siganus spp.,56,5,25,280,red rock-08-Apr-25
red rock,2025-04-08,2025-04-01,Red_Breast,Invertivore,Cheilinus fasciatus,14,5,25,70,red rock-08-Apr-25
red rock,2025-04-08,2025-04-01,Slingjaw,Invertivore,Epibulus insidiator,10,5,25,50,red rock-08-Apr-25
red rock,2025-04-08,2025-04-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,25,5,25,125,red rock-08-Apr-25
red rock,2025-04-08,2025-04-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,1,5,25,5,red rock-08-Apr-25
red rock,2025-04-08,2025-04-01,Thicklip,Invertivore,Hemigymnus melapterus,9,5,25,45,red rock-08-Apr-25
red rock,2025-04-08,2025-04-01,Trevally,HTLP,Caranx spp.,8,5,25,40,red rock-08-Apr-25
red rock,2025-04-08,2025-04-01,Triggerfish,Invertivore,Balistidae spp.,1,5,25,5,red rock-08-Apr-25
red rock,2025-04-08,2025-04-01,lrg_Grouper,HTLP,Epinephelus spp.,6,5,25,30,red rock-08-Apr-25
red rock,2025-04-08,2025-04-01,lrg_Snapper,HTLP,Lutjanus spp.,3,5,25,15,red rock-08-Apr-25
red rock,2025-04-08,2025-04-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,43,5,25,215,red rock-08-Apr-25
red rock,2025-05-21,2025-05-01,Angelfish,Invertivore,Pomacanthus spp.,5,7,35,25,red rock-21-May-25
red rock,2025-05-21,2025-05-01,Butterflyfish,Herbivore,Chaetodon spp.,62,7,35,310,red rock-21-May-25
red rock,2025-05-21,2025-05-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,13,7,35,65,red rock-21-May-25
red rock,2025-05-21,2025-05-01,Emperorfish,Mesopredator,Lethrinus spp.,6,7,35,30,red rock-21-May-25
red rock,2025-05-21,2025-05-01,Parrotfish,Herbivore,Scarus spp.,87,7,35,435,red rock-21-May-25
red rock,2025-05-21,2025-05-01,Rabbitfish,Herbivore,Siganus spp.,55,7,35,275,red rock-21-May-25
red rock,2025-05-21,2025-05-01,Red_Breast,Invertivore,Cheilinus fasciatus,21,7,35,105,red rock-21-May-25
red rock,2025-05-21,2025-05-01,Slingjaw,Invertivore,Epibulus insidiator,8,7,35,40,red rock-21-May-25
red rock,2025-05-21,2025-05-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,8,7,35,40,red rock-21-May-25
red rock,2025-05-21,2025-05-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,1,7,35,5,red rock-21-May-25
red rock,2025-05-21,2025-05-01,Thicklip,Invertivore,Hemigymnus melapterus,8,7,35,40,red rock-21-May-25
red rock,2025-05-21,2025-05-01,Trevally,HTLP,Caranx spp.,4,7,35,20,red rock-21-May-25
red rock,2025-05-21,2025-05-01,Triggerfish,Invertivore,Balistidae spp.,4,7,35,20,red rock-21-May-25
red rock,2025-05-21,2025-05-01,lrg_Grouper,HTLP,Epinephelus spp.,2,7,35,10,red rock-21-May-25
red rock,2025-05-21,2025-05-01,lrg_Snapper,HTLP,Lutjanus spp.,0,7,35,0,red rock-21-May-25
red rock,2025-05-21,2025-05-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,59,7,35,295,red rock-21-May-25
shark island,2025-02-18,2025-02-01,Angelfish,Invertivore,Pomacanthus spp.,6,1,5,30,shark island-18-Feb-25
shark island,2025-02-18,2025-02-01,Butterflyfish,Herbivore,Chaetodon spp.,45,1,5,225,shark island-18-Feb-25
shark island,2025-02-18,2025-02-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,10,1,5,50,shark island-18-Feb-25
shark island,2025-02-18,2025-02-01,Emperorfish,Mesopredator,Lethrinus spp.,5,1,5,25,shark island-18-Feb-25
shark island,2025-02-18,2025-02-01,Parrotfish,Herbivore,Scarus spp.,20,1,5,100,shark island-18-Feb-25
shark island,2025-02-18,2025-02-01,Rabbitfish,Herbivore,Siganus spp.,35,1,5,175,shark island-18-Feb-25
shark island,2025-02-18,2025-02-01,Red_Breast,Invertivore,Cheilinus fasciatus,4,1,5,20,shark island-18-Feb-25
shark island,2025-02-18,2025-02-01,Slingjaw,Invertivore,Epibulus insidiator,4,1,5,20,shark island-18-Feb-25
shark island,2025-02-18,2025-02-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,49,1,5,245,shark island-18-Feb-25
shark island,2025-02-18,2025-02-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,0,1,5,0,shark island-18-Feb-25
shark island,2025-02-18,2025-02-01,Thicklip,Invertivore,Hemigymnus melapterus,3,1,5,15,shark island-18-Feb-25
shark island,2025-02-18,2025-02-01,Trevally,HTLP,Caranx spp.,4,1,5,20,shark island-18-Feb-25
shark island,2025-02-18,2025-02-01,Triggerfish,Invertivore,Balistidae spp.,2,1,5,10,shark island-18-Feb-25
shark island,2025-02-18,2025-02-01,lrg_Grouper,HTLP,Epinephelus spp.,4,1,5,20,shark island-18-Feb-25
shark island,2025-02-18,2025-02-01,lrg_Snapper,HTLP,Lutjanus spp.,2,1,5,10,shark island-18-Feb-25
shark island,2025-02-18,2025-02-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,67,1,5,335,shark island-18-Feb-25
shark island,2025-03-21,2025-03-01,Angelfish,Invertivore,Pomacanthus spp.,0,2,10,0,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Butterflyfish,Herbivore,Chaetodon spp.,54,2,10,270,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,31,2,10,155,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Emperorfish,Mesopredator,Lethrinus spp.,6,2,10,30,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Parrotfish,Herbivore,Scarus spp.,30,2,10,150,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Rabbitfish,Herbivore,Siganus spp.,85,2,10,425,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Red_Breast,Invertivore,Cheilinus fasciatus,3,2,10,15,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Slingjaw,Invertivore,Epibulus insidiator,3,2,10,15,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,8,2,10,40,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,1,2,10,5,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Thicklip,Invertivore,Hemigymnus melapterus,15,2,10,75,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Trevally,HTLP,Caranx spp.,32,2,10,160,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,Triggerfish,Invertivore,Balistidae spp.,2,2,10,10,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,lrg_Grouper,HTLP,Epinephelus spp.,10,2,10,50,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,lrg_Snapper,HTLP,Lutjanus spp.,0,2,10,0,shark island-21-Mar-25
shark island,2025-03-21,2025-03-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,43,2,10,215,shark island-21-Mar-25
shark island,2025-03-25,2025-03-01,Angelfish,Invertivore,Pomacanthus spp.,9,2,10,45,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Butterflyfish,Herbivore,Chaetodon spp.,88,2,10,440,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,13,2,10,65,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Emperorfish,Mesopredator,Lethrinus spp.,1,2,10,5,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Parrotfish,Herbivore,Scarus spp.,13,2,10,65,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Rabbitfish,Herbivore,Siganus spp.,33,2,10,165,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Red_Breast,Invertivore,Cheilinus fasciatus,1,2,10,5,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Slingjaw,Invertivore,Epibulus insidiator,1,2,10,5,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,148,2,10,740,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,1,2,10,5,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Thicklip,Invertivore,Hemigymnus melapterus,3,2,10,15,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Trevally,HTLP,Caranx spp.,10,2,10,50,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,Triggerfish,Invertivore,Balistidae spp.,2,2,10,10,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,lrg_Grouper,HTLP,Epinephelus spp.,22,2,10,110,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,lrg_Snapper,HTLP,Lutjanus spp.,4,2,10,20,shark island-25-Mar-25
shark island,2025-03-25,2025-03-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,70,2,10,350,shark island-25-Mar-25
shark island,2025-04-02,2025-04-01,Angelfish,Invertivore,Pomacanthus spp.,13,2,10,65,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Butterflyfish,Herbivore,Chaetodon spp.,80,2,10,400,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,23,2,10,115,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Emperorfish,Mesopredator,Lethrinus spp.,16,2,10,80,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Parrotfish,Herbivore,Scarus spp.,26,2,10,130,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Rabbitfish,Herbivore,Siganus spp.,48,2,10,240,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Red_Breast,Invertivore,Cheilinus fasciatus,6,2,10,30,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Slingjaw,Invertivore,Epibulus insidiator,5,2,10,25,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,16,2,10,80,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,4,2,10,20,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Thicklip,Invertivore,Hemigymnus melapterus,10,2,10,50,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Trevally,HTLP,Caranx spp.,64,2,10,320,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,Triggerfish,Invertivore,Balistidae spp.,0,2,10,0,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,lrg_Grouper,HTLP,Epinephelus spp.,16,2,10,80,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,lrg_Snapper,HTLP,Lutjanus spp.,2,2,10,10,shark island-02-Apr-25
shark island,2025-04-02,2025-04-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,51,2,10,255,shark island-02-Apr-25
shark island,2025-04-07,2025-04-01,Angelfish,Invertivore,Pomacanthus spp.,3,2,10,15,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Butterflyfish,Herbivore,Chaetodon spp.,52,2,10,260,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,8,2,10,40,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Emperorfish,Mesopredator,Lethrinus spp.,11,2,10,55,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Parrotfish,Herbivore,Scarus spp.,15,2,10,75,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Rabbitfish,Herbivore,Siganus spp.,60,2,10,300,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Red_Breast,Invertivore,Cheilinus fasciatus,2,2,10,10,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Slingjaw,Invertivore,Epibulus insidiator,1,2,10,5,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Squirrel.Soldier,Invertivore,Holocentridae spp.,56,2,10,280,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Sweetlips,Invertivore,Diagramma/Plectorhinchus spp.,1,2,10,5,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Thicklip,Invertivore,Hemigymnus melapterus,4,2,10,20,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Trevally,HTLP,Caranx spp.,40,2,10,200,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,Triggerfish,Invertivore,Balistidae spp.,1,2,10,5,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,lrg_Grouper,HTLP,Epinephelus spp.,6,2,10,30,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,lrg_Snapper,HTLP,Lutjanus spp.,1,2,10,5,shark island-07-Apr-25
shark island,2025-04-07,2025-04-01,sml_Grouper,Mesopredator,Cephalopholis/Epinephelus spp.,25,2,10,125,shark island-07-Apr-25
shark island,2025-04-29,2025-04-01,Angelfish,Invertivore,Pomacanthus spp.,7,2,10,35,shark island-29-Apr-25
shark island,2025-04-29,2025-04-01,Butterflyfish,Herbivore,Chaetodon spp.,48,2,10,240,shark island-29-Apr-25
shark island,2025-04-29,2025-04-01,Cleaner_Wrasse,Invertivore,Labroides dimidiatus,24,2,10,120,shark island-29-Apr-25
shark island,2025-04-29,2025-04-01,Emperorfish,Mesopredator,Lethrinus spp.,32,2,10,160,shark island-29-Apr-25
shark island,2025-04-29,2025-04-01,Parrotfish,Herbivore,Scarus spp.,33,2,10,165,shark island-29-Apr-25
